#{"t_start": 1763624523.470404, "env_id": "None"}
r,l,t
-5.137374,54,3.733543
-5.7287655,56,3.740544
-4.1052866,55,3.740544
-3.9648485,52,3.744071
-5.5669947,61,3.747073
-5.7299995,46,3.748598
-4.328116,59,3.748598
-4.347431,42,3.748598
-4.261244,61,3.748598
-5.575584,41,3.752595
-5.128785,53,3.752595
-5.4227815,54,3.753596
-5.6678963,52,3.755596
-5.367098,54,3.756596
-4.9978614,44,3.764598
-4.6669226,47,3.768598
-5.6591196,47,3.769597
-4.2238936,53,3.769597
-5.5306435,52,3.772597
-4.2670383,57,3.779604
-4.4305215,50,3.779604
-4.205488,55,3.779604
-4.2483582,50,3.781164
-5.5238166,47,3.789678
-5.456649,40,3.793678
-5.8521996,55,3.794678
-4.449636,60,3.79868
-5.5029893,50,3.800678
-5.57043,50,3.802691
-5.7474,47,3.806687
-4.1469655,47,3.809686
-5.71287,46,3.814689
-4.3251014,43,3.817686
-5.23075,58,3.817686
-4.5421696,42,3.818687
-4.37095,58,3.820687
-4.73385,48,3.824686
-5.7878,50,3.826686
-5.7818,51,3.829686
-4.4738426,56,3.832689
-5.8605947,58,3.832689
-4.7631717,52,3.833723
-4.416072,54,3.833723
-5.8166,51,3.833723
-5.7131996,47,3.841719
-4.992029,54,3.841719
-5.4206305,40,3.842719
-4.6813297,56,3.842719
-5.7443995,47,3.84572
-5.265792,42,3.84572
-4.2763534,52,3.847726
-5.8258,52,3.853719
-4.3944163,47,3.85572
-5.795285,54,3.856719
-5.041407,43,3.864751
-5.3387446,52,3.873751
-4.6918964,40,3.873751
-4.383005,46,3.876751
-4.273162,61,3.876751
-5.755877,49,3.878752
-5.6588,41,3.88476
-4.4171495,54,3.888762
-4.4021215,46,3.891761
-4.5496864,61,3.893791
-5.827898,57,3.898798
-5.6568556,43,3.9028
-4.0741763,43,3.903798
-4.0898743,44,3.9058
-4.239834,57,3.9058
-5.5482597,54,3.907798
-4.4518137,52,3.910797
-4.510111,53,3.910797
-4.286372,49,3.913799
-5.5209365,45,3.915797
-5.897978,61,3.915797
-4.148599,54,3.917798
-4.2503834,51,3.927907
-4.232578,59,3.929907
-4.1322107,53,3.929907
-4.104082,52,3.934906
-4.2539344,52,3.940906
-4.3096914,57,3.940906
-5.725148,57,3.941908
-5.6099505,38,3.943906
-5.6215997,39,3.943906
-5.6274605,60,3.945906
-4.2919025,43,3.949906
-4.2430935,60,3.955909
-4.3063407,59,3.955909
-4.265942,55,3.956907
-5.5404243,42,3.956907
-4.277584,53,3.962907
-4.4343987,54,3.964906
-4.1407337,42,3.978907
-5.7447996,48,3.980926
-4.2912655,52,3.980926
-4.282094,50,3.990917
-5.398123,53,3.992919
-5.2779865,60,3.993917
-5.744593,63,3.993917
-5.7468,47,3.995917
-5.4296513,40,3.996918
-5.8205333,54,4.001928
-5.153214,53,4.005927
-5.8385983,54,4.005927
-4.253157,59,4.007927
-5.835454,53,4.007927
-4.3456073,46,4.007927
-4.4952455,58,4.009926
-5.42945,63,4.010927
-5.0437827,39,4.014931
-5.7339997,46,4.018963
-5.7877374,53,4.018963
-4.0777955,50,4.021964
-4.1888075,56,4.025964
-5.1566687,44,4.027965
-5.093271,56,4.030964
-5.7219996,47,4.030964
-4.3909345,57,4.033963
-4.2187023,44,4.035964
-4.972245,46,4.036963
-5.8368597,61,4.041964
-4.3967175,61,4.044964
-5.855074,56,4.047965
-4.3237133,60,4.051964
-5.7352,46,4.053964
-3.9246678,52,4.060964
-3.946671,47,4.067964
-5.7884283,55,4.067964
-5.6911592,47,4.071964
-4.147551,40,4.072964
-4.5547733,48,4.073963
-4.999774,52,4.074963
-4.452613,41,4.075967
-5.559606,53,4.078551
-5.093002,48,4.078551
-5.442771,49,4.083585
-4.367813,57,4.085588
-4.3182573,53,4.092585
-4.432154,55,4.094584
-4.3034973,46,4.096585
-4.9585185,57,4.100161
-4.293857,42,4.100161
-4.507329,55,4.102161
-4.5865097,63,4.108204
-5.6556,41,4.108204
-5.173243,47,4.110171
-5.8117623,52,4.110171
-5.039051,41,4.110171
-5.1597776,49,4.110171
-5.6534,41,4.11317
-4.4840956,62,4.117171
-9.190347,63,4.119171
-5.1483502,58,4.121171
-4.242767,58,4.131172
-5.725243,61,4.137171
-4.108597,44,4.140302
-4.752241,56,4.143299
-4.5163293,43,4.1463
-5.7949796,58,4.147301
-4.373052,46,4.149311
-4.8425612,48,4.152311
-4.6370864,58,4.155311
-4.484474,43,4.155311
-4.5241604,57,4.160315
-5.877,56,4.16131
-5.6356,40,4.16331
-5.673,43,4.16431
-5.6448,41,4.16431
-4.989531,58,4.166311
-5.260408,51,4.166311
-4.078507,59,4.177312
-4.712295,59,4.177312
-5.6337533,43,4.18233
-4.4403977,46,4.18432
-4.83395,57,4.186319
-4.1822653,46,4.186319
-5.160811,47,4.188322
-4.020568,52,4.188322
-4.092815,46,4.19332
-4.6931763,45,4.195321
-4.1955566,62,4.195321
-4.649895,55,4.20034
-3.991478,59,4.204336
-4.395967,46,4.204336
-4.344125,62,4.214336
-4.0159364,44,4.221346
-5.8345995,53,4.223346
-10.479234,63,4.223346
-4.2167273,51,4.223346
-5.5232844,46,4.227345
-5.7804,51,4.231373
-5.087342,56,4.233373
-4.2154164,46,4.237373
-4.1004395,45,4.237373
-5.6822033,46,4.240374
-5.7205997,45,4.240374
-5.8236074,53,4.241373
-4.2030416,41,4.241373
-4.220545,52,4.244374
-10.04628,63,4.247373
-5.4304748,51,4.249373
-4.221285,59,4.251374
-5.52822,43,4.254373
-4.2587333,40,4.260895
-5.7678003,49,4.265409
-5.173538,55,4.27341
-4.6826563,52,4.27341
-4.1630745,49,4.27941
-4.174964,62,4.27941
-4.82542,41,4.289408
-5.1924143,52,4.289408
-4.20581,47,4.289408
-4.128751,56,4.296409
-4.287671,55,4.303418
-4.61049,50,4.30642
-5.696568,53,4.30642
-5.60912,41,4.309418
-5.404434,44,4.314418
-5.4443574,43,4.318584
-5.763541,52,4.320585
-5.599692,48,4.322584
-5.6462836,41,4.324585
-5.3974557,49,4.330584
-5.6608,43,4.330584
-5.3653893,50,4.338584
-5.297512,42,4.340584
-9.472124,63,4.345585
-5.757797,48,4.346583
-4.1156645,55,4.353165
-4.124731,42,4.355164
-4.1780667,44,4.357163
-9.556667,63,4.358164
-5.1744633,57,4.360164
-4.464177,60,4.360164
-5.105253,60,4.362164
-4.297346,50,4.363164
-5.386952,43,4.363164
-4.686962,48,4.366163
-4.58161,57,4.369165
-4.3491697,52,4.372164
-4.3277392,63,4.373164
-4.5888357,54,4.374164
-4.4968452,52,4.377165
-4.673499,52,4.377165
-5.6694536,43,4.380164
-5.822798,53,4.382749
-4.929269,43,4.387743
-4.1852164,51,4.388747
-5.6469927,44,4.393744
-4.610893,47,4.396743
-4.401118,56,4.398743
-5.71517,60,4.401742
-4.076349,59,4.410743
-5.518913,46,4.41627
-5.7273965,52,4.41627
-4.519825,59,4.420786
-4.1226587,43,4.422786
-4.300529,55,4.428787
-4.948034,44,4.428787
-4.905056,40,4.430787
-4.295517,61,4.430787
-5.6765995,43,4.431787
-5.5433426,49,4.435786
-5.386547,40,4.440787
-4.3647113,57,4.441786
-4.2089567,59,4.443796
-5.6636,42,4.443796
-5.6555996,41,4.445796
-5.218772,39,4.447796
-5.4410186,54,4.447796
-5.906242,59,4.450797
-5.811899,54,4.451797
-4.9828877,58,4.454797
-5.7257996,47,4.457798
-5.2170095,59,4.457798
-4.192156,55,4.462797
-4.510276,53,4.463796
-9.20405,63,4.470796
-4.1690564,42,4.476981
-5.8465853,57,4.480975
-5.014186,56,4.482976
-4.6500683,56,4.48781
-5.1576304,55,4.48781
-4.2958336,61,4.489812
-4.97901,47,4.49281
-4.164099,57,4.49481
-4.5122905,47,4.49882
-5.6716,43,4.500819
-5.7321997,46,4.503819
-5.2165055,42,4.511244
-4.22465,59,4.513244
-4.480732,57,4.515244
-4.1699624,45,4.515244
-5.7276893,49,4.516243
-5.380099,52,4.516243
-4.163515,48,4.518253
-5.151091,45,4.523256
-4.2776833,55,4.525253
-5.5247154,52,4.532816
-5.058944,48,4.532816
-5.7110305,49,4.533817
-5.4149036,62,4.533817
-5.8143997,52,4.536818
-4.2009254,60,4.544816
-4.646435,56,4.549816
-5.0919867,51,4.549816
-4.193081,39,4.552817
-4.5018206,43,4.552817
-5.7819996,49,4.555479
-4.2789526,61,4.560155
-9.241058,63,4.565453
-3.9935908,60,4.567025
-5.579162,45,4.567025
-4.048028,52,4.572251
-5.2117634,44,4.579037
-4.624182,57,4.586036
-5.5813007,54,4.586036
-5.291721,41,4.586036
-4.6726522,54,4.588038
-4.3420496,51,4.588038
-4.6458373,61,4.594036
-4.1648073,46,4.598045
-5.7974167,55,4.600045
-5.5208797,41,4.602046
-4.9534216,53,4.603045
-4.7809844,51,4.605045
-4.857466,51,4.610044
-4.427266,46,4.610044
-4.263729,56,4.611046
-4.700562,59,4.616047
-4.4778023,59,4.619079
-5.6552,42,4.620079
-5.7134,45,4.621078
-5.7842813,56,4.621078
-5.6764,43,4.622078
-5.8398013,53,4.62508
-5.514296,54,4.62508
-5.1083965,44,4.627079
-5.6686,43,4.632671
-4.2665305,60,4.634671
-4.6607227,49,4.637696
-5.5635767,47,4.649685
-4.203028,59,4.651685
-4.409889,55,4.655685
-5.8671775,55,4.657214
-4.078915,43,4.658725
-4.940741,56,4.658725
-5.57818,45,4.661724
-5.6368003,40,4.663724
-4.140037,43,4.664725
-4.3180137,40,4.668977
-4.668468,59,4.673978
-5.5970573,54,4.673978
-4.159964,55,4.675977
-5.6412935,47,4.675977
-4.3425593,56,4.678017
-5.5908394,44,4.683014
-4.0911856,50,4.683014
-5.7556977,51,4.687027
-4.181001,52,4.700076
-5.7247996,46,4.700076
-4.2208147,52,4.705076
-5.775429,51,4.705076
-4.764597,56,4.711084
-4.3054643,62,4.711084
-4.1800656,56,4.711084
-9.4820175,63,4.713085
-5.603273,59,4.714087
-4.265034,56,4.716085
-5.7438855,50,4.719095
-5.8249035,54,4.720097
-4.220742,60,4.727159
-5.763736,58,4.732147
-4.412969,45,4.732147
-4.636258,52,4.737147
-5.4123926,47,4.743148
-5.6179295,40,4.744148
-4.193825,40,4.746146
-5.7672,49,4.747163
-5.5061145,55,4.74917
-5.2487235,62,4.754171
-5.7251315,58,4.755172
-4.6178737,48,4.755172
-3.9635925,59,4.757171
-5.202919,50,4.760286
-5.747566,51,4.760286
-4.305242,63,4.766287
-5.501033,51,4.768296
-5.072278,41,4.768296
-5.6848,43,4.772296
-10.891943,63,4.775296
-5.728126,58,4.780306
-5.7265997,45,4.781306
-5.6738234,57,4.782305
-4.60396,42,4.791313
-4.857963,40,4.791313
-5.4692082,44,4.793312
-4.517456,46,4.793312
-5.713021,50,4.796313
-4.13049,52,4.797331
-4.22631,57,4.799322
-4.8011465,54,4.800322
-5.664502,53,4.802321
-5.3140526,45,4.80898
-5.580928,59,4.80898
-5.7088003,45,4.816999
-4.123729,45,4.822984
-4.578554,56,4.822984
-4.369938,58,4.825985
-4.5443788,44,4.827986
-5.7606,49,4.834983
-5.440066,47,4.834983
-5.1452494,41,4.834983
-4.165349,52,4.841991
-4.292997,58,4.841991
-4.8109627,57,4.841991
-5.6752,43,4.842991
-5.7752123,50,4.842991
-4.5298295,50,4.842991
-4.1541224,46,4.84499
-4.467673,62,4.845991
-5.66897,42,4.85099
-5.519442,40,4.86599
-5.6811996,43,4.86599
-4.1982365,44,4.86599
-4.2884054,60,4.868991
-5.8281846,56,4.868991
-5.085632,54,4.869991
-5.0302134,48,4.875991
-4.647961,46,4.877991
-4.387745,59,4.87899
-4.2794256,57,4.88499
-5.8198133,52,4.88499
-4.7561035,51,4.88699
-5.6205606,60,4.89299
-5.6922174,43,4.89399
-5.108264,41,4.895992
-3.9691596,46,4.900004
-5.6991262,55,4.900997
-5.8696,55,4.900997
-5.1852994,46,4.910997
-4.654456,58,4.911996
-5.7755814,52,4.911996
-4.362381,42,4.911996
-5.6888,44,4.913997
-5.670759,50,4.922535
-4.354781,55,4.924535
-4.6709113,56,4.925534
-4.815811,51,4.925534
-5.783742,55,4.931535
-5.6622415,42,4.937536
-4.2919474,56,4.937536
-5.9065914,58,4.945535
-5.6555996,41,4.945535
-4.153132,63,4.946534
-5.427574,63,4.948535
-4.2229924,50,4.950537
-5.690738,55,4.955048
-4.2093973,57,4.958141
-4.108733,41,4.960129
-4.834634,58,4.963126
-5.0715103,61,4.964127
-4.4243035,45,4.969135
-5.7981515,56,4.971137
-5.6094,38,4.974136
-5.8197412,54,4.976136
-4.211817,61,4.977137
-4.162554,55,4.979147
-5.6599603,54,4.984147
-5.645776,52,4.985147
-10.931042,63,4.990155
-5.7682,48,4.991155
-5.8706865,55,4.991155
-5.76384,50,4.994157
-3.9017344,63,5.004165
-4.8325686,56,5.004165
-5.655275,51,5.008166
-5.8348,52,5.008166
-4.510538,59,5.010167
-5.6530128,52,5.011166
-4.908784,53,5.013165
-5.709894,47,5.015165
-5.838696,55,5.025251
-5.812245,52,5.031101
-5.399645,43,5.031101
-4.3514433,52,5.031101
-5.7023997,46,5.031101
-5.8393807,54,5.034102
-4.469046,61,5.038125
-4.392391,47,5.041111
-5.366722,57,5.041111
-5.7374034,48,5.041111
-5.622885,61,5.050122
-4.742941,60,5.05713
-5.5017204,46,5.060141
-5.263669,51,5.062141
-5.66963,56,5.063142
-4.8918533,51,5.066141
-4.331527,58,5.068164
-4.393449,42,5.07215
-9.956291,63,5.07315
-5.5746684,40,5.074151
-4.4953356,52,5.07515
-4.153031,62,5.07515
-10.50478,63,5.07915
-4.556374,55,5.07915
-4.0963,54,5.07915
-5.6137133,45,5.085167
-4.2991743,46,5.087158
-4.8035884,46,5.089171
-4.2252183,61,5.09217
-5.808499,56,5.094168
-4.1241465,45,5.095169
-4.1974916,56,5.09909
-4.123766,45,5.106096
-5.213444,41,5.107095
-4.373986,61,5.109106
-4.269018,50,5.110105
-4.1391044,55,5.117117
-4.3073897,55,5.117117
-5.7292004,46,5.122331
-3.9926715,51,5.122331
-4.374972,61,5.126331
-5.6696,42,5.130344
-5.7117996,45,5.13234
-4.264249,60,5.13234
-4.090502,47,5.13434
-4.1545033,61,5.138353
-4.1909084,55,5.146174
-4.1964045,48,5.147169
-4.3085012,60,5.150178
-3.9878345,48,5.150178
-5.6909676,47,5.151699
-4.1785097,50,5.151699
-4.249947,55,5.153693
-4.1374397,53,5.162702
-4.1979117,57,5.162702
-5.674045,47,5.167702
-5.530995,47,5.170711
-4.468292,62,5.173713
-4.5589294,47,5.173713
-4.132452,53,5.173713
-4.1334896,57,5.174714
-5.6391463,44,5.174714
-5.587423,52,5.17771
-5.574567,62,5.17771
-4.5623436,43,5.17971
-5.608259,47,5.183712
-4.234125,63,5.190711
-4.071896,46,5.192711
-4.543812,54,5.19671
-4.1850452,49,5.197711
-5.0922465,44,5.203664
-4.7235947,46,5.208673
-4.4854755,56,5.213672
-5.6284847,56,5.217673
-5.826502,53,5.21968
-4.838342,42,5.21968
-4.2522306,51,5.220681
-4.4177847,41,5.220681
-4.049554,47,5.225682
-10.833722,63,5.225682
-4.4239388,38,5.225682
-4.982839,44,5.225682
-4.3376327,51,5.230691
-5.1553574,47,5.230691
-5.349835,52,5.237266
-4.7177396,63,5.238776
-4.894849,43,5.246778
-5.6976,45,5.246778
-4.042722,54,5.249776
-5.7279997,46,5.249776
-5.7604,49,5.252776
-5.7502,48,5.252776
-4.1598186,52,5.254776
-4.5774236,52,5.257776
-4.0586376,48,5.258776
-5.6832,43,5.260775
-4.369994,58,5.260775
-4.30713,52,5.262776
-4.0515003,53,5.262776
-4.268994,52,5.280776
-4.1151714,53,5.282776
-5.4256725,44,5.285777
-4.2235184,51,5.286798
-10.566587,63,5.299423
-5.7242,47,5.302432
-5.7634,48,5.306428
-4.1591516,46,5.307428
-5.046224,50,5.315429
-4.5042906,61,5.316428
-4.2827315,50,5.320463
-4.5689774,53,5.320463
-4.182945,54,5.321462
-5.4302025,48,5.323462
-5.0455465,59,5.326463
-5.847518,60,5.327463
-5.926075,62,5.329471
-5.4034586,46,5.330471
-5.292737,46,5.333472
-5.35097,54,5.333472
-5.4786987,60,5.33547
-5.7548,48,5.336471
-4.6179147,45,5.342471
-5.291795,54,5.342471
-4.5601783,49,5.352486
-4.8832183,57,5.355479
-5.5253954,54,5.355479
-5.498081,57,5.355479
-4.2137175,61,5.363503
-4.4789076,57,5.363503
-5.7061996,45,5.368504
-5.609538,60,5.370503
-4.9348297,63,5.371503
-5.3728185,46,5.374503
-4.0712843,44,5.378505
-4.279638,56,5.380503
-5.809764,57,5.385503
-5.1333466,57,5.387019
-4.148825,44,5.389853
-4.4308877,42,5.389853
-5.136898,47,5.39983
-5.419791,59,5.400831
-4.88914,51,5.40408
-5.7226,46,5.406077
-5.672107,44,5.409078
-5.2485003,61,5.409078
-4.3436537,59,5.412077
-5.6636357,54,5.412077
-4.8305397,41,5.412077
-4.086562,50,5.414077
-4.1913395,56,5.419078
-4.4182158,60,5.425087
-5.496231,57,5.428087
-5.265115,56,5.430087
-5.7222385,46,5.432086
-4.36882,53,5.432086
-4.375387,63,5.438087
-5.191387,47,5.441086
-4.292724,53,5.442086
-4.5289865,54,5.444086
-4.166519,56,5.444086
-5.6313996,40,5.446086
-5.541533,46,5.447086
-4.8676877,46,5.450086
-4.110473,53,5.450086
-5.6638,42,5.456636
-4.67866,54,5.457636
-5.398159,45,5.460637
-4.8225822,57,5.460637
-5.7745996,49,5.466638
-4.61939,40,5.467638
-5.0148053,40,5.475637
-4.3310113,49,5.478637
-5.7000203,58,5.478637
-5.657202,63,5.480636
-5.0301933,50,5.484646
-4.9312096,54,5.484646
-4.0407395,49,5.488181
-5.6373997,40,5.489181
-5.0692625,46,5.494182
-4.314967,54,5.498182
-4.6937118,54,5.501282
-4.8906426,55,5.501282
-5.4979644,58,5.503327
-5.0569983,39,5.508328
-5.7412,47,5.508328
-4.1681666,51,5.511328
-5.7027235,53,5.516335
-4.7884283,48,5.522336
-5.265343,41,5.524336
-4.3329616,58,5.525335
-4.3240085,52,5.527335
-4.8005366,42,5.527335
-4.7360096,50,5.529335
-4.911644,58,5.536336
-4.1159434,53,5.537337
-4.332504,63,5.540335
-3.9788194,49,5.542508
-4.995917,57,5.5445
-4.6755767,63,5.548501
-5.805396,51,5.549501
-5.6233997,39,5.549501
-5.6353636,45,5.552501
-5.553995,59,5.557501
-4.4533277,57,5.5605
-4.385113,53,5.564504
-5.518681,44,5.564504
-5.7721996,50,5.566503
-4.087013,51,5.570504
-5.910836,59,5.571501
-4.215816,53,5.572675
-4.34845,59,5.577672
-5.686632,44,5.582669
-5.4415126,50,5.582669
-4.8229795,45,5.588549
-5.6117373,42,5.590549
-4.2969556,56,5.592549
-4.4533176,59,5.59655
-5.7441998,46,5.601292
-5.7187433,47,5.601292
-4.809436,61,5.602839
-5.306589,46,5.602839
-4.177224,48,5.60656
-5.2097063,41,5.609195
-4.600987,50,5.611286
-3.948297,63,5.611286
-9.322171,63,5.611286
-4.8397574,46,5.611286
-5.419526,45,5.611286
-4.1127343,40,5.614422
-5.66004,48,5.629115
-5.731,46,5.633929
-4.4075284,54,5.637929
-5.6644,43,5.637929
-5.6136,38,5.639929
-5.7297997,46,5.641929
-5.487638,63,5.642928
-5.5862937,48,5.644928
-5.4795523,63,5.646929
-5.61534,57,5.653529
-4.274246,62,5.653529
-4.015857,52,5.656523
-5.5642548,40,5.659523
-5.7381997,46,5.663523
-4.1603456,51,5.663523
-4.208075,51,5.663523
-4.1428003,48,5.665523
-4.3171644,57,5.665523
-4.0235076,46,5.665523
-4.75014,40,5.673074
-5.324355,63,5.675073
-4.7859178,46,5.675073
-4.057885,44,5.681074
-4.2097793,50,5.681074
-5.6162543,44,5.681074
-5.7116,45,5.683074
-5.529881,46,5.684073
-5.640318,48,5.687122
-5.77886,54,5.689083
-4.4942627,51,5.695083
-5.6684,42,5.695083
-5.6561213,57,5.697095
-4.4634657,62,5.701089
-4.1178856,46,5.7071
-5.2177925,47,5.719854
-5.19024,50,5.725854
-4.179695,54,5.727853
-4.4206104,57,5.730854
-5.562044,42,5.733854
-5.8645997,56,5.736854
-5.8428063,62,5.738854
-4.2411504,52,5.738854
-4.2042503,63,5.742855
-5.833492,54,5.743857
-5.743527,48,5.743857
-4.436225,48,5.743857
-5.816501,57,5.745854
-4.0534472,52,5.748854
-5.863122,55,5.748854
-4.030537,51,5.748854
-5.6768,42,5.748854
-4.0562205,52,5.757863
-4.176655,43,5.757863
-5.8586044,54,5.760862
-5.479523,49,5.761862
-4.133747,47,5.761862
-5.6738,42,5.761862
-5.8644648,61,5.761862
-5.504656,57,5.763862
-5.821529,56,5.770864
-5.6748,43,5.770864
-4.349433,56,5.773862
-5.5870676,50,5.775863
-5.4350557,45,5.779862
-4.2209687,63,5.782863
-4.405877,59,5.792377
-5.329838,52,5.80144
-4.243096,48,5.80244
-5.6923847,45,5.804443
-4.165907,48,5.805896
-5.654,42,5.810892
-5.791153,55,5.814891
-5.276848,45,5.8229
-4.4838266,56,5.827972
-5.579703,40,5.829907
-5.154568,40,5.829907
-4.049264,42,5.830906
-5.6549063,58,5.832907
-4.4924107,51,5.832907
-4.5042834,54,5.832907
-5.649671,42,5.832907
-5.531801,53,5.832907
-4.2284107,59,5.833908
-4.298036,56,5.835907
-5.835657,57,5.835907
-5.121176,50,5.839916
-4.55168,59,5.844916
-4.373871,63,5.852915
-3.8396397,50,5.854916
-4.596402,48,5.85606
-4.3274302,51,5.858062
-4.66692,61,5.859051
-4.1978526,60,5.862051
-4.7003927,52,5.865051
-5.738118,61,5.865051
-4.733811,50,5.865051
-5.038061,58,5.867064
-5.6601996,42,5.873057
-4.167735,43,5.87606
-5.2452006,54,5.880067
-4.2131433,44,5.883067
-5.7414274,48,5.885067
-4.0668015,54,5.889605
-5.6622,41,5.894603
-4.7454166,57,5.906247
-5.5045156,45,5.908249
-4.3567424,53,5.908249
-4.3354926,51,5.909247
-4.2552214,48,5.909247
-5.588571,43,5.913246
-4.178294,52,5.915247
-4.478097,54,5.915247
-5.768274,52,5.917247
-5.79121,51,5.917247
-5.881704,56,5.920247
-5.6539607,50,5.921249
-4.0989304,55,5.921249
-5.7687206,58,5.926258
-4.5797668,58,5.926258
-5.3617563,41,5.931259
-5.2960105,41,5.931259
-4.1511793,49,5.935259
-5.578222,47,5.938831
-4.9556866,55,5.94383
-5.698,45,5.94683
-4.36826,57,5.94983
-4.2510986,58,5.95283
-4.3721976,63,5.954829
-5.796993,55,5.955845
-4.3036246,44,5.957862
-4.7260356,57,5.957862
-5.4064455,45,5.957862
-4.102551,50,5.961848
-4.175885,58,5.968856
-5.4922714,51,5.976855
-4.3488874,44,5.980868
-4.1778207,41,5.982865
-5.68857,45,5.982865
-5.738,47,5.984864
-5.7595997,49,5.985863
-4.4007125,50,5.98888
-4.7709575,47,5.990874
-4.258493,63,5.991873
-4.3593864,49,5.996873
-4.809391,48,5.9984
-5.3504257,52,5.999396
-5.7706,49,5.999396
-4.1471663,50,6.001395
-4.277488,46,6.004399
-4.32164,50,6.005395
-5.6684117,55,6.005395
-5.3718085,55,6.012915
-4.526188,54,6.015913
-5.722,46,6.017912
-4.1415024,52,6.018913
-4.925027,42,6.018913
-4.0515475,43,6.023912
-4.403232,59,6.027913
-3.9919395,46,6.027913
-4.3971195,57,6.034913
-4.9723377,46,6.036912
-5.78282,49,6.036912
-5.1606245,52,6.040913
-5.7815604,62,6.047912
-4.401433,63,6.052912
-4.275399,46,6.055865
-4.3791804,50,6.057858
-4.1884513,49,6.065866
-4.7068114,62,6.067867
-4.385593,46,6.070867
-4.329615,51,6.070867
-4.4878874,55,6.070867
-5.678408,43,6.074866
-4.1523976,48,6.076866
-4.332525,61,6.078867
-5.5230217,47,6.079867
-5.3789296,49,6.079867
-4.403613,59,6.079867
-4.365718,52,6.079867
-9.485126,63,6.082866
-5.906116,58,6.084867
-4.7503114,53,6.084867
-5.6884,43,6.088906
-5.7139997,45,6.091163
-5.7541676,54,6.093149
-4.21081,48,6.094149
-4.2320313,52,6.09715
-4.273924,44,6.10515
-4.1621118,52,6.108151
-4.217294,56,6.10915
-4.612938,53,6.112149
-4.429958,43,6.115149
-5.849114,54,6.11815
-5.085283,43,6.120165
-4.1484838,41,6.121732
-4.862563,60,6.124244
-4.1728544,57,6.126245
-5.798091,55,6.128246
-5.7218,47,6.131244
-5.6234,39,6.143245
-5.66,41,6.150783
-4.27358,47,6.152293
-4.1089697,51,6.154293
-4.4864025,49,6.156815
-5.7627997,49,6.158808
-5.5208216,47,6.158808
-4.8506126,46,6.158808
-4.3431277,57,6.160808
-5.6679997,43,6.162807
-4.8355184,61,6.164807
-4.419827,59,6.165807
-4.5434036,55,6.168808
-5.457361,58,6.168808
-10.660395,63,6.174808
-5.6498,41,6.176808
-4.9284687,53,6.177809
-4.905574,53,6.17981
-4.218581,61,6.17981
-5.6996,45,6.17981
-4.342515,58,6.183877
-5.6934,44,6.193398
-4.423484,41,6.193398
-4.7430224,60,6.195393
-4.292387,48,6.195393
-4.8317375,57,6.203392
-4.6774926,51,6.203392
-5.583713,55,6.203392
-4.2840567,46,6.205393
-4.6654263,50,6.205393
-4.321764,55,6.21441
-4.797643,41,6.21941
-4.267374,55,6.21941
-4.2136884,49,6.223419
-4.901492,43,6.229419
-4.7039423,44,6.239419
-4.869041,50,6.239419
-5.3544683,48,6.241421
-4.1404023,53,6.242483
-5.6489997,41,6.244452
-4.818177,47,6.244452
-5.8129096,59,6.250454
-5.7304,46,6.250454
-5.0877914,42,6.254452
-5.8902755,60,6.254452
-4.623044,47,6.254452
-5.7606483,55,6.257452
-4.778276,47,6.257452
-4.281729,60,6.260452
-4.2462673,62,6.261452
-4.091132,41,6.263452
-4.6254706,54,6.267451
-4.3108234,60,6.267451
-5.8479996,54,6.268452
-4.9800506,46,6.269452
-5.608116,40,6.273453
-4.257377,46,6.279453
-5.465319,48,6.282452
-4.2471533,53,6.282452
-5.2391424,48,6.282452
-4.090199,62,6.296464
-5.7564,47,6.296464
-4.362515,57,6.301462
-5.86825,56,6.305472
-5.4615674,46,6.305472
-4.3047724,54,6.30727
-4.839964,38,6.309259
-3.8644705,43,6.312258
-5.6902,43,6.314258
-4.8990064,41,6.316259
-4.6178617,61,6.323267
-5.7159166,45,6.325267
-5.695643,53,6.327268
-5.8076,51,6.329268
-4.386945,46,6.330267
-4.897845,53,6.330267
-4.846711,47,6.332268
-4.2235537,54,6.336872
-5.252815,52,6.336872
-4.5689273,45,6.337873
-5.7107997,46,6.339871
-5.6130586,44,6.339871
-4.2453423,58,6.348872
