#{"t_start": 1763624523.470404, "env_id": "None"}
r,l,t
-5.319669,63,52.012462
-9.022699,63,52.015461
-4.704979,54,52.015461
-4.0824943,63,52.020461
-5.813812,56,52.022461
-4.050391,55,52.034472
-2.0783658,68,52.037474
-2.82246,63,52.039471
-5.537958,63,52.042482
-9.022997,63,52.044481
-3.410253,63,52.045481
-5.6438236,52,52.047481
-5.8542,57,52.047481
-5.8092,55,52.050482
-5.3484898,61,52.057482
-4.025885,51,52.059481
-4.3502903,59,52.059481
-3.5388882,56,52.060481
-9.86773,63,52.064481
-4.148201,61,52.067527
-4.2588563,57,52.081568
-5.7930055,63,52.085568
-4.712785,58,52.085568
-5.7095118,58,52.087568
-5.7398176,57,52.093567
-4.3314557,63,52.097568
-3.9505653,63,52.097568
-4.0946293,50,52.103605
-4.0514793,58,52.108592
-4.1972513,62,52.11059
-5.9171996,63,52.11059
-4.09661,63,52.119045
-4.2439547,55,52.119045
-10.880445,63,52.126044
-4.491263,57,52.130044
-5.7422,49,52.133905
-4.380662,63,52.133905
-3.5611587,53,52.134894
-5.8083997,54,52.137894
-4.088646,63,52.138896
-5.605718,57,52.141895
-3.8419755,51,52.143894
-4.682202,54,52.145896
-4.159174,48,52.149894
-4.7770133,57,52.152894
-4.3842883,58,52.156893
-5.7288,48,52.157896
-4.2390385,57,52.166927
-4.0400815,63,52.168442
-4.2265787,59,52.172442
-5.744,49,52.173442
-4.252193,63,52.177442
-5.6975636,50,52.178443
-4.1981025,63,52.182443
-5.7944193,55,52.191442
-5.7237997,46,52.20451
-5.195418,63,52.20451
-4.887985,50,52.20451
-5.5117273,58,52.207511
-5.8296432,53,52.210676
-3.8112926,63,52.213812
-5.458964,63,52.217975
-5.3539877,59,52.219523
-4.84034,55,52.221091
-4.683846,63,52.225284
-5.7353997,49,52.227376
-4.753835,47,52.233624
-5.4314523,51,52.236626
-5.25774,53,52.239625
-5.829,57,52.241624
-4.0748835,63,52.245627
-4.1963663,51,52.248625
-3.947964,63,52.248625
-5.5741606,62,52.252624
-4.5022845,58,52.256707
-9.552499,63,52.258708
-3.8356423,63,52.262708
-5.5551662,52,52.265708
-4.920323,51,52.269222
-5.9021945,63,52.275223
-5.116671,63,52.277222
-3.8947258,54,52.285233
-3.738067,63,52.285233
-5.8819995,60,52.289972
-4.2851396,60,52.291972
-9.847559,63,52.291972
-5.2246623,49,52.294972
-4.313504,58,52.298485
-5.6250124,45,52.303485
-5.8106,54,52.315399
-5.0568824,58,52.317417
-5.5728903,59,52.320407
-3.7113504,63,52.322407
-3.6071086,65,52.325408
-5.0991626,50,52.328315
-5.4073834,61,52.331314
-5.438382,63,52.338254
-5.623455,62,52.342255
-3.6900234,63,52.342255
-5.060878,55,52.343255
-5.6284876,63,52.351263
-4.732432,61,52.355263
-4.0915895,59,52.360272
-2.5361354,63,52.364272
-4.646647,58,52.367291
-4.0327935,63,52.367291
-4.36216,63,52.37128
-5.6682,43,52.373281
-4.8106647,63,52.378291
-4.7659807,58,52.378291
-5.3753138,54,52.378291
-4.0187206,63,52.384288
-4.2393064,63,52.388296
-5.1431766,63,52.394288
-5.235799,61,52.401289
-4.1002026,58,52.403288
-3.951116,63,52.40529
-4.1536846,62,52.409317
-5.7202296,56,52.412317
-4.1266456,63,52.415317
-3.9667609,63,52.418574
-5.681998,50,52.420572
-3.6843367,63,52.434579
-5.8602,56,52.434579
-4.3123746,54,52.434579
-5.2279086,63,52.4361
-3.0983238,61,52.437146
-3.118759,63,52.441137
-4.1568003,44,52.446136
-5.8725185,58,52.451136
-4.4034586,59,52.455137
-5.7801704,60,52.455137
-3.75718,63,52.457136
-5.7316,50,52.46514
-8.991862,63,52.467187
-4.122535,63,52.471195
-3.3194408,63,52.477195
-4.5092616,57,52.477195
-5.602871,60,52.479196
-3.4293852,63,52.485195
-4.06204,61,52.491195
-4.5546627,61,52.491195
-4.243803,63,52.495195
-5.884867,63,52.498225
-5.159475,63,52.502224
-4.221574,61,52.505225
-4.2975764,55,52.514226
-5.2385287,63,52.518225
-4.305354,63,52.520225
-3.6686902,56,52.520225
-10.880372,63,52.522225
-5.1008697,48,52.524225
-4.4185963,62,52.525225
-3.9726245,52,52.530225
-5.3467126,45,52.534225
-5.61569,63,52.536226
-3.5567002,63,52.538225
-4.1487465,63,52.552225
-4.102961,63,52.553225
-5.6308737,63,52.555224
-5.7642536,63,52.557229
-4.711048,47,52.560237
-5.102967,57,52.562238
-5.6766,44,52.568239
-5.5605807,61,52.569753
-4.595801,48,52.569753
-3.6696057,68,52.572754
-4.2716136,63,52.574754
-4.5157037,28,52.578797
-5.0598774,62,52.581795
-3.7400775,63,52.585796
-4.951074,51,52.587327
-4.307105,59,52.587327
-4.3232503,52,52.589355
-5.352895,48,52.595356
-5.8315997,55,52.597381
-5.592285,46,52.601363
-2.5055232,75,52.616371
-5.758888,51,52.616371
-4.071031,63,52.616371
-5.7782,52,52.616371
-4.1981864,63,52.619913
-4.37372,59,52.626914
-5.6283636,52,52.627931
-5.740423,63,52.635921
-5.7734,53,52.635921
-4.2537723,43,52.63747
-5.878478,63,52.63846
-4.059506,57,52.64146
-5.21159,63,52.65146
-5.8072,54,52.653461
-4.628705,46,52.660459
-5.6955495,53,52.660459
-5.125418,57,52.662459
-5.47186,51,52.663459
-4.06754,50,52.66546
-5.221428,62,52.666459
-9.321366,63,52.673464
-5.4812307,52,52.680487
-3.3750765,63,52.682487
-5.747994,63,52.684493
-4.2876325,55,52.687487
-5.9178,63,52.692487
-4.2281713,58,52.692487
-3.986725,42,52.692487
-4.0575657,63,52.69849
-10.946,63,52.705488
-5.3981805,50,52.708487
-4.1762066,50,52.708487
-4.098845,59,52.708487
-4.2486258,62,52.710178
-5.176511,61,52.710178
-4.182738,53,52.718193
-4.1371593,60,52.726179
-3.780545,58,52.73419
-4.59554,62,52.741219
-4.1866803,57,52.747218
-3.744894,59,52.747218
-4.200239,61,52.748238
-5.8284793,60,52.750227
-4.208607,63,52.752228
-4.1185303,54,52.759226
-5.487154,57,52.763226
-5.6764445,61,52.763226
-10.909095,63,52.770281
-9.124073,63,52.775268
-5.827057,63,52.780268
-3.6754136,63,52.783521
-4.355691,53,52.785276
-3.8915682,63,52.785276
-5.8676963,61,52.789331
-4.2838197,54,52.790331
-4.6045322,58,52.790331
-4.279718,61,52.797331
-3.8587868,58,52.80234
-5.8004,54,52.809351
-5.821491,63,52.811351
-3.1286407,63,52.811351
-4.0728016,56,52.812351
-4.0804586,63,52.814351
-5.4972596,57,52.816352
-3.2430706,63,52.822363
-4.499419,63,52.825362
-5.7388034,63,52.830364
-4.0842133,55,52.832372
-4.0232925,43,52.832372
-5.5351505,63,52.839388
-4.2158446,48,52.840389
-5.81869,54,52.846387
-5.8817716,63,52.856388
-4.441315,49,52.860396
-3.8517866,63,52.870497
-5.598531,63,52.878521
-5.8342,57,52.880509
-3.7490687,63,52.880509
-4.5381613,63,52.887508
-3.9154136,52,52.895528
-4.1451235,62,52.895528
-5.7659097,53,52.895528
-4.167552,58,52.901608
-4.022832,63,52.903601
-4.734729,57,52.905601
-3.8039372,63,52.9076
-5.279622,63,52.909611
-9.847466,63,52.912611
-4.685253,51,52.915612
-4.154814,63,52.929633
-3.8186777,63,52.935632
-5.864524,59,52.937631
-4.201434,63,52.945483
-5.898042,60,52.945483
-5.2520223,63,52.947482
-5.8464,58,52.947482
-4.791558,54,52.947482
-4.4571733,63,52.949493
-3.5699856,60,52.959328
-4.0872817,63,52.960323
-10.236113,63,52.962322
-5.4576025,56,52.964321
-4.7884297,63,52.972332
-5.8704934,60,52.983341
-5.8255997,54,52.990341
-9.152296,63,52.994343
-4.137877,55,52.994343
-3.4422135,75,52.996344
-5.763,51,53.002458
-5.533384,62,53.005493
-5.53983,61,53.01251
-5.3128824,57,53.01251
-4.0978904,48,53.01251
-5.8036003,53,53.029504
-4.121171,63,53.033504
-5.0147605,63,53.033504
-4.6330476,63,53.038504
-4.9106197,63,53.040504
-4.726109,44,53.041505
-4.3852005,59,53.045637
-4.6667924,52,53.046637
-5.7348585,63,53.047638
-3.6256697,64,53.064638
-5.095678,57,53.067637
-9.396352,63,53.069648
-3.1069982,77,53.071648
-3.9751601,60,53.071648
-5.294849,52,53.071648
-3.6953726,60,53.073165
-3.930245,43,53.075162
-5.4149814,54,53.077164
-5.5921807,61,53.077164
-4.427098,63,53.077164
-4.0877213,63,53.088163
-10.910687,63,53.097162
-4.0637574,60,53.100162
-4.162918,55,53.104676
-4.5161605,51,53.107677
-4.367811,45,53.114678
-4.2738733,54,53.11668
-3.7719789,62,53.120197
-4.4723616,57,53.122194
-3.2979527,63,53.122194
-5.0555677,63,53.123194
-9.563243,63,53.131194
-5.724,48,53.134022
-5.8096337,63,53.136016
-4.7510095,53,53.14453
-5.005492,63,53.153532
-5.8315997,56,53.153532
-3.7321715,63,53.153532
-10.032282,63,53.158531
-3.9741428,63,53.16554
-5.150853,47,53.16854
-3.9258723,63,53.16854
-4.652095,52,53.171539
-3.9180944,53,53.177538
-5.5205283,61,53.180539
-5.4649544,58,53.183539
-4.3021717,59,53.18454
-5.4597116,58,53.18454
-5.0864534,63,53.18854
-3.9945338,63,53.18954
-5.416622,63,53.197056
-9.458658,63,53.197056
-4.650973,59,53.204003
-3.8906732,63,53.216989
-9.179873,63,53.21899
-4.701262,60,53.21899
-4.725002,60,53.222214
-4.366009,54,53.227211
-5.7759895,61,53.231211
-5.092002,59,53.235209
-5.324392,63,53.23621
-5.736576,56,53.23821
-5.567874,61,53.23821
-4.3731356,63,53.240212
-5.938554,63,53.248211
-5.921015,63,53.25421
-4.653149,59,53.25621
-5.32078,51,53.26421
-5.7048,47,53.271209
-5.6935997,45,53.27321
-5.5280857,63,53.27321
-4.2314463,63,53.27321
-3.607253,63,53.27321
-3.738903,63,53.278553
-5.7752,53,53.283956
-4.216794,63,53.283956
-4.907501,63,53.287092
-4.5041847,59,53.28919
-4.1174765,63,53.291277
-3.5064373,63,53.303459
-3.7923641,63,53.306452
-5.8434,57,53.308452
-5.49432,62,53.31045
-4.1901765,48,53.311451
-4.503093,62,53.318462
-3.6936755,63,53.32446
-5.508436,51,53.32646
-5.8325996,55,53.328463
-5.7552,51,53.33046
-3.442049,60,53.33346
-4.033924,50,53.33546
-4.8184905,63,53.33746
-3.9463382,58,53.347031
-4.56791,58,53.35003
-5.3668423,51,53.35003
-4.621988,53,53.35903
-9.372846,63,53.361028
-10.71092,63,53.363033
-5.7292,49,53.368029
-10.945686,63,53.375029
-5.267161,63,53.384039
-5.745,50,53.384039
-5.6897397,58,53.384039
-4.1568108,55,53.384039
-4.7109027,59,53.386039
-5.8845997,60,53.387038
-5.7757764,63,53.393039
-4.306351,57,53.394629
-5.8437996,55,53.39763
-3.9345417,61,53.40363
-4.4724255,48,53.40363
-5.7877307,56,53.408571
-4.0101633,63,53.408571
-4.1404023,60,53.418619
-4.4306765,53,53.423618
-3.741036,63,53.426619
-4.1913857,59,53.428628
-4.4773927,63,53.428628
-5.572678,58,53.437642
-3.892246,55,53.440634
-5.884903,58,53.444635
-5.8546,56,53.444635
-3.7966886,63,53.447492
-5.459645,61,53.447492
-3.838193,56,53.457109
-10.905462,63,53.467633
-3.7253783,63,53.468631
-3.9699247,56,53.474638
-3.7989688,63,53.47965
-4.2496576,63,53.482649
-4.226089,63,53.483649
-5.0410194,50,53.483649
-4.194482,45,53.483649
-5.5943217,53,53.488298
-5.0670342,50,53.491297
-4.9754043,56,53.493297
-5.3065567,59,53.498297
-4.520611,53,53.504297
-5.716239,63,53.509297
-5.933,63,53.512297
-4.108409,61,53.519298
-1.7098184,76,53.522298
-3.8204815,61,53.526297
-8.952938,63,53.530296
-5.811859,56,53.538819
-5.0906987,48,53.538819
-3.8867183,63,53.541813
-3.8746822,63,53.547337
-3.7106647,57,53.548847
-4.3973756,63,53.548847
-5.269286,53,53.548847
-3.9461305,63,53.552847
-5.8575845,57,53.555848
-2.9870143,63,53.563848
-3.7989075,63,53.568879
-4.219488,60,53.572879
-5.221841,55,53.575879
-5.1374717,49,53.578938
-4.2840953,53,53.578938
-4.355752,51,53.579937
-4.0106,61,53.585936
-5.6151996,52,53.59297
-5.8483996,58,53.59297
-4.111347,52,53.600009
-5.871091,58,53.600009
-4.495292,63,53.605011
-3.9201999,63,53.613019
-4.8571677,47,53.615018
-5.784166,52,53.620054
-1.9833796,72,53.620054
-5.756677,57,53.622054
-5.5988045,63,53.623054
-5.892368,63,53.629086
-5.432791,54,53.632086
1.3139424,132,53.638141
-5.842798,63,53.63912
-5.383531,60,53.651119
-5.761467,54,53.651119
-4.4715476,55,53.653119
-3.6874278,63,53.65612
-4.6475363,63,53.660145
-4.663065,46,53.662146
-8.933093,63,53.666146
-3.9731145,63,53.670167
-5.21579,61,53.670167
-5.4265256,46,53.672167
-5.6189985,60,53.676167
-4.03192,57,53.679176
-4.7992196,54,53.679176
-10.900801,63,53.686175
-5.6272216,50,53.691184
-5.828442,63,53.694183
-3.9410336,63,53.696184
-4.156451,48,53.701191
-3.850223,83,53.701191
-3.7071786,63,53.708651
-3.8516417,63,53.708651
-5.59931,50,53.708651
-5.783608,63,53.715644
-5.548847,49,53.720652
-9.122599,63,53.720652
-4.5444245,57,53.725652
-4.2791305,59,53.731661
-4.366519,52,53.732662
-5.69946,59,53.732662
-4.1504474,62,53.734662
-5.7799997,52,53.744671
-4.041128,63,53.74821
-4.001246,63,53.757209
-4.2524896,55,53.762209
-8.528762,63,53.768209
-5.8307996,53,53.768209
-3.843347,62,53.768209
-5.91154,62,53.771208
-4.6551223,53,53.776209
-4.2224507,63,53.777208
-4.079645,58,53.778209
-5.4612045,63,53.783208
-3.9756079,60,53.785211
-4.0744195,63,53.785211
-5.7059226,48,53.790209
-10.429278,63,53.795209
-9.288775,63,53.803208
-4.143355,62,53.806585
-5.8176436,54,53.80814
-5.7401915,61,53.80814
-4.8878303,63,53.813142
-5.2791243,51,53.81514
-10.9172,63,53.818346
-4.0071754,61,53.819334
-3.7508383,56,53.828334
-9.032398,63,53.830333
-5.428388,52,53.830333
-4.9899187,63,53.835333
-5.2430925,59,53.839333
-4.4255657,73,53.842343
-5.0314727,63,53.849343
-5.7513747,63,53.849343
-4.851643,57,53.851342
-5.6387997,41,53.853342
-4.776813,58,53.854342
-5.3399386,56,53.864342
-5.7658,52,53.871349
-3.6448147,57,53.871349
-3.4211762,63,53.871349
-5.2903366,61,53.880349
-4.2177925,53,53.885349
-5.717961,63,53.885349
-5.875424,63,53.88835
-3.9159083,63,53.89635
-4.706429,44,53.89635
-5.8819995,61,53.899349
-4.599895,63,53.901349
-5.12949,53,53.90635
-3.8756433,63,53.908368
-5.7351084,63,53.913362
-5.2330317,62,53.919361
-3.8066642,63,53.924373
-3.9396334,63,53.925362
-5.8534756,58,53.927361
-4.3675156,63,53.932372
-5.1705427,48,53.932372
-4.4114704,50,53.934372
-3.5208237,63,53.937372
-5.612469,47,53.942372
-5.29578,62,53.944372
-4.8152113,63,53.948374
-5.610022,63,53.948374
-3.9888654,55,53.951372
-5.9023495,63,53.953372
-5.4422355,58,53.956371
-3.980393,58,53.958374
-5.498659,44,53.96541
-10.896854,63,53.971409
-4.343809,57,53.971409
-5.8719997,57,53.978411
-5.25553,54,53.981409
-4.739136,55,53.985408
-4.1242733,63,53.989409
-4.2393723,63,53.989409
-4.038297,56,53.991408
-5.416978,53,53.992409
-4.3476396,57,54.003409
-5.8803997,57,54.006409
-3.8483262,56,54.017409
-4.0783534,58,54.017409
-3.6149158,63,54.019409
-4.7548246,58,54.025416
-3.790482,66,54.029417
-5.8217998,56,54.029417
-4.346096,57,54.038418
-5.692669,63,54.039417
-4.904302,53,54.041417
-5.710018,63,54.045417
-3.6260285,59,54.048419
-5.7450576,62,54.048419
-4.1749163,62,54.050416
-5.5837336,49,54.050416
-5.10163,58,54.054416
-4.4245367,57,54.055416
-4.0027876,51,54.055416
-5.179636,61,54.062415
-3.9238765,63,54.069416
-4.082062,63,54.071416
-3.880065,56,54.076418
-5.177387,48,54.080416
-5.7494855,61,54.080416
-5.494493,63,54.088417
-4.7630715,52,54.088417
-4.24381,63,54.097417
-4.999018,63,54.099416
-3.9468026,59,54.101416
-4.788905,63,54.104415
-3.711112,56,54.106416
-10.476101,63,54.110936
-5.7263527,52,54.11293
-3.9526463,52,54.11293
-4.23173,46,54.114929
-4.175736,60,54.116929
-5.652147,44,54.129938
-5.2632647,60,54.129938
-5.7331996,48,54.131938
-3.7176728,57,54.135938
-5.675224,47,54.135938
-4.9410133,48,54.138938
-4.0980234,63,54.142937
-4.9140716,57,54.145946
-4.061957,59,54.147947
-3.9009705,56,54.147947
-5.739,47,54.156946
-5.5043464,52,54.157946
-4.560928,63,54.165946
-3.7597408,60,54.165946
-5.631156,62,54.16795
-4.899912,44,54.169947
-5.698687,63,54.171947
-4.127768,43,54.17897
-4.374641,56,54.182956
-5.6862,45,54.185957
-4.0947995,63,54.188956
-3.817265,55,54.190957
-4.205713,63,54.192957
-5.716898,63,54.195957
-5.9063525,63,54.213996
-5.7367997,56,54.217997
-5.280527,59,54.221009
-4.5791497,58,54.223003
-3.7830558,63,54.231003
-5.8016,54,54.231003
-5.5399427,55,54.232003
-4.6507764,63,54.234003
-4.0458274,55,54.238003
-4.5777793,56,54.239003
-5.6640525,56,54.243005
-4.857602,56,54.248002
-4.4081907,63,54.250004
-5.762781,54,54.259003
-4.1843777,48,54.261003
-5.779,51,54.262003
-5.908829,63,54.264003
-3.6944332,63,54.266003
-5.024094,63,54.266003
1.638773,90,54.273015
-4.3437085,61,54.273015
-5.9283233,61,54.280015
-4.923724,57,54.285015
-3.9402251,63,54.285015
-4.061947,63,54.288015
-4.6562133,53,54.290015
-5.7036,46,54.301014
-5.792955,59,54.301014
-5.1698074,63,54.303015
-5.6347055,63,54.307015
-3.778922,63,54.310015
-3.6640081,63,54.316015
-4.077527,57,54.325015
-5.210259,53,54.330025
-4.32596,51,54.334025
-9.967719,63,54.340025
-4.8197203,63,54.343025
-4.2207923,46,54.351025
-4.1691537,63,54.351025
-4.2377777,63,54.353024
-9.080257,63,54.354027
-5.053728,56,54.357025
-5.7656,52,54.360576
-3.617434,63,54.36657
-2.5165164,63,54.371568
-5.7887726,52,54.373568
-4.787067,53,54.37557
-5.1956697,63,54.37557
4.391654,144,54.378115
-5.358134,53,54.383918
-4.7381516,46,54.383918
-4.0334544,63,54.389127
-3.7750413,63,54.394983
-4.276599,49,54.397067
-5.908919,63,54.403631
-3.814114,51,54.40763
-3.7760773,63,54.41164
-9.594167,63,54.416641
-3.774704,58,54.42065
-4.618212,63,54.42065
-5.0085344,48,54.427651
-4.2123775,63,54.433658
-5.887132,60,54.434659
-3.93108,63,54.436659
-5.7316,48,54.443495
-10.667544,63,54.445506
-5.0049033,52,54.458079
-5.514034,63,54.460343
-10.05241,63,54.463342
-5.666617,51,54.464343
-4.5413837,49,54.467343
-10.300003,63,54.468343
-5.2190514,58,54.472342
-5.5458474,60,54.475342
-5.7432,49,54.477342
-5.9183197,63,54.479344
-4.6068096,55,54.482365
-4.5628834,60,54.483351
-5.800913,63,54.485352
-4.2559686,60,54.487352
-4.1076193,51,54.490352
-3.2447562,64,54.497351
-4.235919,63,54.497351
-3.9143457,60,54.497351
-4.1788034,56,54.502363
-5.3870277,53,54.503362
-4.2237134,63,54.506363
-5.7774,51,54.506363
-4.9227304,53,54.506363
-5.7594,50,54.513879
-4.3689213,52,54.52039
-4.806596,59,54.529389
-5.7126,48,54.53639
-5.8148,53,54.53739
-4.3607235,58,54.541389
-5.6835093,62,54.544389
-5.6549788,63,54.554388
-5.7252,47,54.558389
-4.216766,54,54.564389
-5.8368,56,54.566389
-4.1895638,54,54.567389
-4.130307,52,54.576389
-4.640783,63,54.585536
-5.784647,61,54.588536
-3.7968287,54,54.588536
-3.9950247,58,54.588536
-5.3310466,63,54.588536
-5.8496,58,54.592536
-4.809099,63,54.594536
-4.2164493,60,54.594536
-5.50738,47,54.595535
-5.2982483,47,54.595535
-5.5758233,60,54.597535
-5.7771997,53,54.597535
-3.975988,63,54.610535
-5.8990455,61,54.614536
-5.8831997,60,54.615536
-4.434746,63,54.617563
-4.9485865,61,54.619545
-3.9054785,56,54.624545
-4.466462,63,54.627545
-4.0547285,60,54.629544
0.3766427,104,56.325013
-4.16982,56,56.331883
-3.621138,63,56.331883
-4.8741255,60,56.333885
-4.5747743,53,56.336886
-5.827242,63,56.337933
-5.5798373,62,56.344923
-5.860425,59,56.351846
-4.427969,63,56.362881
-5.3668933,63,56.36388
-3.4863222,63,56.36588
-5.6223187,53,56.368912
-3.880575,63,56.37391
-5.3028445,54,56.37491
-5.882814,58,56.376913
-4.1336493,57,56.379942
-3.945393,59,56.379942
-5.8436,56,56.379942
-4.4812055,55,56.379942
-5.492473,47,56.381942
-4.7661343,61,56.383943
-5.8025794,63,56.383943
-5.701148,58,56.386943
-4.238978,55,56.392952
-5.9509997,62,56.392952
-9.218778,63,56.396952
-5.8188,57,56.408983
-5.879822,61,56.408983
-3.4655051,63,56.410984
-3.8887157,62,56.412982
-3.7155154,62,56.421018
-4.304513,63,56.421018
-5.772363,54,56.424018
-5.4765105,58,56.424018
-4.213369,63,56.439089
-5.0353856,63,56.441089
-5.7208,48,56.44409
-4.2851496,59,56.44409
-4.1582284,63,56.44409
-5.86511,63,56.446089
-4.186618,54,56.45512
-2.913379,63,56.458127
-5.7096,47,56.463128
-5.2253265,53,56.472128
-5.43166,63,56.474128
-4.5580707,54,56.476128
-3.8883686,63,56.477651
-5.8308177,59,56.481161
-3.8961713,63,56.48216
-5.035504,62,56.48316
-5.8068,56,56.48316
-5.2007885,63,56.48616
-5.6620007,62,56.487161
-3.807948,63,56.489163
-4.7818174,63,56.489163
-5.5678,59,56.49516
-5.8857107,63,56.50117
-4.2096443,63,56.506172
-4.0201807,58,56.515171
-10.655095,63,56.520169
-5.5517416,63,56.52217
-4.7245407,47,56.524173
-3.7992747,65,56.524173
-5.2208023,60,56.52717
-5.4868875,58,56.52717
-5.2835765,63,56.532661
-4.240341,52,56.534659
-5.2666683,63,56.53666
-5.825,56,56.547015
-5.8591995,59,56.554888
-4.9466724,60,56.554888
-5.7073865,61,56.556962
-5.501616,61,56.569082
-10.881983,63,56.571078
-4.037159,46,56.573078
-5.8200397,53,56.573078
-3.6084716,63,56.577708
-4.2885904,55,56.582211
-3.3393135,63,56.585291
-5.7659736,58,56.587316
-3.875272,63,56.587316
-3.8637247,48,56.591404
-3.9327602,63,56.591404
-4.8298044,61,56.593404
-9.931191,63,56.601198
-5.4438834,63,56.603198
-10.811787,63,56.607198
-3.1851337,68,56.609205
-3.7979207,63,56.61476
-5.6874,45,56.61476
-5.8556,58,56.627034
-5.7850714,63,56.627034
-4.657341,56,56.627034
-4.536132,55,56.630015
-3.2403836,63,56.632015
-4.3271685,63,56.634015
-2.5327544,63,56.636015
-3.5908709,63,56.63904
1.534555,89,56.640025
-5.841437,56,56.649554
-2.7704961,63,56.654546
-5.8845997,60,56.655546
-5.0968394,47,56.657546
-1.9850328,70,56.657546
-4.403022,63,56.662546
-4.725521,56,56.665546
-3.8021245,46,56.665546
-5.77374,60,56.675547
-4.2351427,63,56.677545
-5.9146,63,56.681558
-4.3194437,53,56.683556
-5.7229996,48,56.684556
-4.2335625,60,56.686556
-5.0784416,60,56.694556
-3.9443607,63,56.694556
-10.788063,63,56.695555
-4.277966,63,56.700556
-5.624823,57,56.711556
-5.7427998,49,56.713556
-3.699667,66,56.713556
-4.3365793,63,56.716556
-5.9371176,63,56.718557
-5.5762324,53,56.718557
-3.484296,63,56.725556
-5.5533977,51,56.725556
-5.291201,53,56.726556
-4.759678,58,56.728557
-5.5413375,53,56.73407
-3.8640647,63,56.738071
-4.06781,62,56.740586
-4.331109,59,56.742584
-5.6582646,53,56.748585
-5.9406,63,56.760587
-4.209748,63,56.768585
-2.3888586,65,56.771585
-4.1247516,61,56.773867
-3.31042,63,56.773867
-4.5039067,56,56.773867
-4.5514803,63,56.776867
-5.8461995,56,56.778868
-3.2787418,74,56.784866
-4.2825456,60,56.787867
-5.7962,53,56.787867
-5.6018977,63,56.790888
-3.1549602,68,56.795874
-5.8304,58,56.795874
-2.5579066,63,56.795874
-3.7776752,62,56.803391
-4.8011894,55,56.808389
-5.8766875,62,56.810386
-4.248954,57,56.816387
-4.900285,55,56.819387
-3.7388697,63,56.824386
-3.5337129,63,56.828388
-3.4135933,63,56.828388
-4.605668,56,56.829387
-4.1973376,62,56.831387
-3.7554216,63,56.83491
-4.213305,63,56.83591
-3.822841,47,56.841911
-3.4793901,65,56.849911
-3.8130746,63,56.849911
-9.147466,63,56.85091
-3.729926,63,56.857909
-5.7391996,48,56.86091
-2.9646032,63,56.877423
-5.9333997,61,56.878424
-3.6863666,63,56.881423
-9.929189,63,56.883424
-4.133922,63,56.883424
-3.8630471,63,56.888426
-9.112303,63,56.894941
-4.262565,63,56.898938
-4.439937,63,56.898938
-4.191918,56,56.900937
-9.483374,63,56.901937
-5.2703547,62,56.903938
-4.048191,63,56.905937
-3.5965328,63,56.905937
-4.501278,59,56.911937
-3.8856578,63,56.915938
-5.086023,55,56.920937
-4.297911,63,56.925202
-2.8225315,63,56.92819
-5.0611696,61,56.93019
-4.3230214,57,56.93019
-3.8106933,63,56.93719
-4.2336717,63,56.943189
-3.947928,63,56.94519
-5.8564,56,56.94719
-4.220331,63,56.950189
-5.8549995,59,56.950189
-5.847306,60,56.95119
-4.4972425,57,56.957702
-4.1417274,60,56.961702
-5.7113996,47,56.962702
-3.3967154,84,56.974701
-4.174441,56,56.976702
-5.8113875,63,56.985704
-5.159628,62,56.989218
-5.5218916,63,56.991214
-4.0528774,63,56.996732
-4.3350134,59,57.000728
-5.7288,49,57.002727
-3.4730687,63,57.004726
-5.1087646,58,57.005726
-4.83382,62,57.005726
-5.7140727,62,57.009726
-4.480771,63,57.009726
-5.221651,48,57.012725
-3.9129777,63,57.014727
-4.1267405,59,57.014727
-4.4241467,67,57.018735
3.3780808,180,57.025764
-4.150376,60,57.026766
-4.969397,58,57.028765
-5.062275,59,57.028765
-5.1116285,63,57.030765
-5.8874345,63,57.045791
-5.8528,58,57.050663
-4.098776,63,57.052662
-5.3036375,63,57.054662
-5.015914,63,57.055662
-3.9290035,63,57.059662
-3.593082,63,57.060661
-4.3482466,63,57.100153
-5.712545,61,57.100153
-5.329652,63,57.101153
-4.976169,59,57.108153
-8.973744,63,57.116153
-5.331176,48,57.117153
-5.850065,56,57.119154
-5.752386,53,57.124155
-4.2973094,63,57.127221
-5.3794947,57,57.127221
-4.8225236,56,57.129222
-5.936416,63,57.130223
-5.7886,55,57.136222
-3.9847357,55,57.142231
-5.711143,63,57.147233
-4.0422235,63,57.147233
-5.1860466,51,57.147233
-3.631441,63,57.15023
-5.8961997,63,57.15423
-4.2786827,63,57.15523
-3.996346,57,57.158248
-5.9186,63,57.160239
-4.600352,59,57.165238
-4.127801,63,57.170238
-4.3989563,63,57.170238
-5.5559297,63,57.186238
-5.7665997,50,57.186238
-4.822341,56,57.189238
-4.1435604,62,57.191238
-10.834608,63,57.191238
-9.051285,63,57.194238
-5.8840065,63,57.196238
-5.2106557,58,57.199238
-3.7363977,63,57.199238
-4.719002,50,57.204237
-5.9309654,63,57.208238
-5.494489,47,57.215238
-5.5571113,63,57.215238
-4.6008725,55,57.225238
-5.7578917,63,57.225238
-5.8911996,58,57.227248
-5.7297997,48,57.228249
-3.9111702,64,57.230248
-3.992443,62,57.232248
-4.2283497,63,57.235248
-4.1012297,63,57.236262
-4.769958,58,57.244258
-4.0700264,63,57.247257
-9.921431,63,57.254256
-4.318841,58,57.257257
-5.184453,63,57.257257
-3.8091047,63,57.261259
-5.918,62,57.261259
